,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1088,-14.71250,-15.38340,0.08075,-6.32331,-6.16364,GMMs and Accordions,6.71928,-10.18617,-77.97553,6.95883,-19.99842,False
1089,-9.08616,-15.41900,-0.00549,14.65178,3.09655,Bayesian Inference,2.98039,-7.23991,-74.28610,6.64718,-20.04470,False
1090,-10.45823,-15.40924,0.01308,17.12081,5.20182,Bayesian Inference,-4.98780,34.04292,-76.40535,8.88962,-20.03201,False
1091,-14.97852,-15.52706,0.41618,7.89254,0.07401,Bayesian Inference,12.54307,2.42398,-78.14539,7.52120,-20.18518,False
1092,-24.66141,-15.37246,0.35183,-4.45252,-6.91456,GMMs and Accordions,-3.54676,-28.69708,-74.78921,5.20949,-19.98420,False
1093,-33.09407,-15.41469,0.69901,2.64794,10.98775,Bayesian Inference,3.61189,-0.48855,-75.16819,7.89118,-20.03910,False
1094,-8.52628,-15.40576,-0.05234,19.74474,3.02845,Bayesian Inference,13.77660,-22.71702,-79.51814,4.49355,-20.02749,False
1095,9.73045,-15.48998,-0.40356,16.39191,1.85907,GMMs and Accordions,0.31927,-10.20101,-78.33012,8.56715,-20.13697,True
1096,-14.35802,-15.47399,0.27672,5.68070,-4.12560,Bayesian Inference,0.49732,-6.93852,-74.17391,8.03327,-20.11619,False
1097,-15.85080,-15.49109,0.36012,10.22959,6.18693,Bayesian Inference,7.51363,-6.64082,-78.70584,7.91934,-20.13841,False
1098,-7.50092,-15.38541,-0.12924,11.39484,-4.07295,Bayesian Inference,-3.20684,-6.48864,-75.79367,6.25166,-20.00104,False
1099,-10.06476,-15.52747,0.27092,4.98654,0.60751,Bayesian Inference,9.72156,-27.46755,-77.34231,7.53205,-20.18572,False
1100,4.82521,-15.59094,-0.02744,23.35558,-3.78416,GMMs and Accordions,-15.05999,19.01363,-75.55103,7.42539,-20.26822,True
1101,-10.99218,-15.44685,0.11471,1.02875,-3.60552,Bayesian Inference,-4.32779,7.91260,-74.84980,5.45222,-20.08091,False
1102,1.25840,-15.53872,-0.04036,16.87995,7.61946,GMMs and Accordions,8.85526,-57.40156,-73.68281,6.42024,-20.20033,True
1103,-1.80115,-15.51829,0.00409,-6.16452,0.49269,GMMs and Accordions,-11.88277,-7.75816,-73.55744,6.05238,-20.17377,False
1104,-26.37765,-15.51456,0.72686,3.03429,-0.77806,Bayesian Inference,-8.45627,-6.44133,-76.82030,9.20187,-20.16893,False
1105,-35.61684,-15.40386,0.74939,0.28403,-1.79219,Bayesian Inference,12.63204,-36.86580,-77.33750,8.30925,-20.02502,False
1106,-0.79622,-15.51629,-0.03036,8.02639,2.35333,Bayesian Inference,-8.52621,-4.18755,-77.76531,8.55363,-20.17118,False
1107,-7.20558,-15.46612,0.04597,3.79406,-5.33947,Bayesian Inference,-10.20844,13.65816,-77.78779,6.09034,-20.10595,False
1108,-0.31691,-15.45473,-0.18496,-0.35829,-1.76670,GMMs and Accordions,-3.55533,10.63574,-77.38471,6.35166,-20.09115,False
1109,-25.24700,-15.48298,0.62121,21.83371,1.18931,Bayesian Inference,5.69204,-8.11020,-78.05860,7.70158,-20.12787,False
1110,-16.52690,-15.40253,0.17836,12.55892,-3.75329,Bayesian Inference,7.91371,30.99969,-76.97313,9.76477,-20.02329,False
1111,-21.09971,-15.41666,0.34663,3.29404,-2.90558,Bayesian Inference,-7.21805,-17.48242,-76.57050,7.97345,-20.04166,False
1112,-0.47447,-15.46280,-0.16189,9.36920,2.04395,Bayesian Inference,-1.65127,-0.18681,-77.11648,7.51670,-20.10164,False
1113,-18.72406,-15.44012,0.32943,14.67361,5.39007,Bayesian Inference,3.59322,13.46911,-77.29081,7.51762,-20.07216,False
1114,7.03383,-15.50531,-0.28838,11.63041,-1.02626,GMMs and Accordions,7.58791,-20.46816,-78.30098,8.52249,-20.15690,True
1115,-7.79968,-15.49704,0.13413,10.33812,2.99098,Bayesian Inference,5.03855,10.99834,-73.86026,8.78494,-20.14615,False
1116,-12.05119,-15.44234,0.13594,27.77912,-2.70198,Bayesian Inference,8.22444,-25.47106,-78.32390,8.72900,-20.07504,False
1117,-40.24350,-15.35053,0.76547,9.03202,0.34556,Bayesian Inference,22.43552,38.75967,-73.68066,5.81626,-19.95569,False
1118,-26.93769,-15.42874,0.54787,-5.26944,1.04252,GMMs and Accordions,-2.71637,25.55471,-76.55561,9.48569,-20.05737,False
1119,8.33286,-15.47021,-0.40704,2.02670,2.51235,GMMs and Accordions,-3.47421,24.84070,-78.43615,9.03993,-20.11127,True
1120,-31.51640,-15.46144,0.75866,10.04204,0.19550,Bayesian Inference,3.06990,-15.45571,-78.19643,7.77918,-20.09987,False
1121,3.11491,-15.50030,-0.18320,14.06051,-2.13899,GMMs and Accordions,7.38097,21.68083,-76.77612,7.70531,-20.15039,True
1122,-27.76303,-15.37317,0.44574,-5.67544,-8.95943,GMMs and Accordions,21.27828,-24.02237,-73.48172,8.25402,-19.98512,False
1123,-30.92134,-15.39633,0.59251,14.30660,-2.32954,Bayesian Inference,18.23478,-7.21374,-74.30121,5.84508,-20.01523,False
1124,-15.65192,-15.42569,0.20512,8.19011,10.19972,Bayesian Inference,3.42149,-21.56976,-75.33573,8.76519,-20.05340,False
1125,-6.98073,-15.45243,0.00807,1.16343,-0.66632,Bayesian Inference,11.06213,-24.75308,-78.55431,7.68661,-20.08816,False
1126,-3.32768,-15.50241,0.01332,15.21871,-3.95042,Bayesian Inference,-4.71720,-8.08402,-75.64372,7.48920,-20.15314,False
1127,-12.01564,-15.48013,0.22103,18.16403,2.85664,Bayesian Inference,-11.17537,22.79645,-79.48036,9.18786,-20.12417,False
1128,-15.05656,-15.46875,0.28556,5.17246,-1.27735,Bayesian Inference,-4.13998,9.29897,-78.91937,7.30772,-20.10937,False
1129,-34.41808,-15.37088,0.63854,-2.99589,6.39248,GMMs and Accordions,-7.25770,16.46018,-75.00026,8.42188,-19.98215,False
1130,-26.11581,-15.41796,0.49883,-2.45575,2.84593,GMMs and Accordions,-7.88894,13.46090,-73.62167,6.92850,-20.04335,False
1131,-28.76015,-15.38519,0.50281,13.33995,-8.00847,Bayesian Inference,-11.13387,-41.15953,-77.48123,9.34433,-20.00075,False
1132,-24.66568,-15.38269,0.37528,18.22981,-0.51438,Bayesian Inference,2.95021,19.95115,-74.81576,6.25622,-19.99750,False
1133,-10.18342,-15.35877,-0.11016,10.75605,3.85708,Bayesian Inference,4.06665,-1.21533,-77.96462,9.01481,-19.96640,False
1134,-31.53170,-15.34803,0.50057,12.54327,-2.84860,Bayesian Inference,0.18963,20.46028,-79.13809,7.23231,-19.95245,False
1135,-36.72462,-15.42856,0.83867,7.14812,-0.69372,Bayesian Inference,0.30804,23.39790,-79.56844,6.92562,-20.05713,False
1136,-2.54133,-15.43139,-0.17200,6.19450,-3.77936,Bayesian Inference,-26.94989,-39.62614,-72.67277,5.34177,-20.06080,False
1137,-29.11429,-15.39064,0.52578,10.69089,-3.77244,Bayesian Inference,-9.36239,-23.82657,-72.97294,6.00859,-20.00784,False
1138,-34.53525,-15.39358,0.69378,12.21585,-0.33046,Bayesian Inference,4.54398,-14.92037,-76.56602,8.90346,-20.01166,False
1139,-12.35122,-15.46031,0.18583,15.94060,-2.56910,Bayesian Inference,15.22458,-37.27677,-76.80157,7.73361,-20.09840,False
1140,-37.39360,-15.41894,0.83665,14.93351,1.54881,Bayesian Inference,15.07809,9.65080,-71.73183,3.35782,-20.04463,False
1141,-31.58167,-15.37740,0.56901,1.00963,5.42542,Bayesian Inference,6.16645,-5.70854,-75.20719,9.62912,-19.99063,False
1142,9.54404,-15.37554,-0.65891,5.10802,-6.45189,GMMs and Accordions,-11.38813,31.41813,-78.48335,8.35010,-19.98820,True
1143,0.30940,-15.53428,-0.02224,10.42250,2.80437,GMMs and Accordions,-8.06292,4.97918,-74.84026,7.20738,-20.19457,True
1144,-32.30458,-15.39348,0.62717,14.77639,-3.78765,Bayesian Inference,-3.18450,4.14518,-75.73273,6.92524,-20.01152,False
1145,-12.26203,-15.41778,0.08621,-1.02249,-1.10201,GMMs and Accordions,-2.83610,-17.52596,-71.75623,8.64632,-20.04311,False
1146,-28.42508,-15.38836,0.50006,9.06786,1.79997,Bayesian Inference,-1.86640,0.06195,-78.88358,6.69554,-20.00486,False
1147,-26.52963,-15.44439,0.57140,-4.78451,-11.18567,GMMs and Accordions,-16.65334,30.87388,-78.88412,9.29024,-20.07770,False
1148,10.86793,-15.39774,-0.64768,-15.37557,-6.60022,Bayesian Inference,-16.89643,37.95616,-78.27831,7.81886,-20.01707,True
1149,-16.18956,-15.44993,0.27636,23.70280,-6.02655,Bayesian Inference,-10.02193,16.84306,-78.27349,7.73954,-20.08490,False
1150,-32.69346,-15.44123,0.74759,-0.95822,1.50413,GMMs and Accordions,3.54975,5.90369,-79.07502,7.60022,-20.07359,False
1151,-10.27143,-15.35965,-0.10554,-1.11738,3.81735,GMMs and Accordions,12.55044,8.02149,-77.64270,8.74203,-19.96754,False
1152,-27.67150,-15.42572,0.56281,9.73621,2.85235,Bayesian Inference,9.21593,52.78339,-77.09830,9.85540,-20.05343,False
1153,-28.52084,-15.40542,0.54182,0.83121,0.95125,Bayesian Inference,9.74766,-6.77707,-75.16914,9.29534,-20.02705,False
1154,-26.14377,-15.48235,0.64647,6.82254,-3.10243,Bayesian Inference,-1.45352,-15.75408,-75.31748,8.34750,-20.12706,False
1155,6.18138,-15.39556,-0.51321,8.09747,-0.33423,GMMs and Accordions,9.66506,-19.51153,-79.53718,6.46415,-20.01423,True
1156,-8.47192,-15.43654,0.01621,-18.74917,-3.78410,GMMs and Accordions,-10.50800,25.10732,-78.47958,7.48567,-20.06750,False
1157,-35.87880,-15.38894,0.72318,24.84268,4.44681,Bayesian Inference,-5.29585,9.08628,-77.99182,10.08765,-20.00563,False
1158,-2.49960,-15.49664,-0.02448,-2.25166,-4.71899,GMMs and Accordions,-11.38079,13.77485,-77.95115,8.13787,-20.14563,False
1159,-21.80705,-15.43267,0.40418,-1.25294,0.52970,GMMs and Accordions,-1.52601,2.28346,-76.25543,8.32960,-20.06247,False
1160,-6.22414,-15.37836,-0.18330,9.19700,-7.36242,Bayesian Inference,2.77200,0.63845,-77.11035,6.94845,-19.99187,False
1161,-26.09293,-15.44673,0.56375,2.57612,-13.26302,Bayesian Inference,3.19120,15.55970,-72.16804,8.87694,-20.08075,False
1162,7.75616,-15.61442,-0.06112,0.71997,1.52260,GMMs and Accordions,-10.18863,-37.29391,-76.47781,8.00543,-20.29875,True
1163,-30.33247,-15.33893,0.44414,7.10476,1.97348,Bayesian Inference,-22.27204,-69.31966,-77.75742,8.41415,-19.94061,False
1164,-42.46825,-15.35112,0.83301,22.73292,-5.89340,Bayesian Inference,4.01943,5.11264,-80.18787,7.75757,-19.95645,False
1165,-29.63230,-15.35851,0.46793,16.97839,6.66839,Bayesian Inference,-1.27965,16.69544,-74.69683,9.65040,-19.96606,False
1166,-30.21997,-15.39258,0.56310,11.89737,0.64016,Bayesian Inference,3.13930,-17.65669,-76.06181,7.89052,-20.01036,False
1167,-2.98920,-15.51207,0.02528,-2.68625,-3.92623,GMMs and Accordions,-2.10971,11.51784,-76.33669,6.06938,-20.16570,False
1168,-23.47104,-15.50449,0.61742,23.51912,0.00156,Bayesian Inference,4.41608,-1.62816,-78.15442,8.29576,-20.15584,False
1169,-40.55084,-15.33466,0.73844,6.21818,-4.54107,Bayesian Inference,8.51147,-31.64008,-76.60537,9.87271,-19.93506,False
1170,-23.26362,-15.51831,0.64275,21.41822,-3.87504,Bayesian Inference,-4.00678,0.95134,-72.46788,9.47150,-20.17381,False
1171,2.86287,-15.56224,-0.03447,15.05790,2.18331,GMMs and Accordions,5.70950,26.54396,-76.05130,7.22283,-20.23092,True
1172,0.45410,-15.36561,-0.41108,-0.63730,8.75151,Bayesian Inference,-7.76920,2.32894,-77.21815,6.28385,-19.97529,True
1173,-0.90929,-15.41633,-0.25488,4.15515,-1.08248,Bayesian Inference,-0.02672,14.48415,-77.07610,4.64317,-20.04123,False
1174,-19.91409,-15.38201,0.23235,11.73318,2.66819,Bayesian Inference,7.84406,13.20575,-76.25110,8.15436,-19.99661,False
1175,-21.54358,-15.35268,0.21397,7.50926,5.33989,Bayesian Inference,-10.56431,4.89713,-76.69034,8.49119,-19.95848,False
1176,-33.79069,-15.42147,0.73520,-4.23969,5.51938,GMMs and Accordions,-10.84901,4.87297,-72.46031,6.98970,-20.04791,False
1177,-30.33445,-15.37251,0.52074,1.87813,-5.12811,Bayesian Inference,-4.79486,29.18731,-73.60248,7.74901,-19.98426,False
1178,1.26932,-15.53253,-0.05479,18.25294,-3.54282,GMMs and Accordions,23.74034,21.74727,-74.50702,5.78208,-20.19229,True
1179,-22.40249,-15.39078,0.32640,17.63012,0.25054,Bayesian Inference,1.48198,-4.68936,-77.83416,8.55999,-20.00802,False
1180,-15.71759,-15.47169,0.31194,-2.30552,-7.81180,GMMs and Accordions,-10.08063,8.41106,-77.60023,6.56383,-20.11320,False
1181,-18.75289,-15.36878,0.16765,3.73682,-4.34304,Bayesian Inference,-14.59977,26.65689,-78.34092,8.36847,-19.97942,False
1182,-14.09120,-15.38100,0.05679,12.77044,-5.03854,Bayesian Inference,-2.16114,9.22920,-78.83771,8.56547,-19.99530,False
1183,4.52101,-15.57249,-0.06045,21.79123,-0.48057,GMMs and Accordions,2.30115,-6.25784,-72.71007,6.51959,-20.24424,True
1184,1.15593,-15.56564,0.02406,1.88699,-2.53451,GMMs and Accordions,-17.59764,-18.31826,-74.53386,4.95525,-20.23533,True
1185,-18.08546,-15.50940,0.46836,17.34542,2.49598,Bayesian Inference,-9.14169,-29.16981,-71.14787,8.87481,-20.16222,False
1186,-17.94512,-15.41289,0.24418,-0.96210,11.06504,GMMs and Accordions,2.20585,0.77375,-72.19963,8.05232,-20.03676,False
1187,-1.11405,-15.43393,-0.20866,26.63094,-1.06939,Bayesian Inference,-16.24147,-52.03970,-76.92409,9.10458,-20.06411,False
1188,-32.98648,-15.43920,0.75170,5.41205,-3.09187,Bayesian Inference,6.30247,19.25084,-78.12491,9.50242,-20.07097,False
1189,-33.82283,-15.37763,0.63622,5.20932,5.23025,Bayesian Inference,-3.62802,1.46589,-76.25921,9.96900,-19.99092,False
1190,-12.25099,-15.36757,-0.02857,-1.77536,-12.80015,GMMs and Accordions,3.13159,0.46733,-78.23340,8.61799,-19.97785,False
1191,-30.23309,-15.42372,0.63447,22.77963,-4.12717,Bayesian Inference,-14.06574,15.04448,-76.63638,10.22240,-20.05083,False
1192,-33.87844,-15.37323,0.62784,-3.79404,-4.17420,GMMs and Accordions,-1.25698,14.04901,-73.70382,8.77920,-19.98520,False
1193,-34.28571,-15.40842,0.72018,7.43075,0.46698,Bayesian Inference,3.74808,-3.07119,-79.07789,9.22255,-20.03095,False
1194,6.85490,-15.47116,-0.36090,13.41112,1.40331,GMMs and Accordions,-3.53999,7.76734,-77.20556,8.59902,-20.11251,True
1195,-35.76781,-15.40547,0.75756,4.19635,-0.62562,Bayesian Inference,6.74788,-2.29972,-73.97167,9.47359,-20.02712,False
1196,-9.05909,-15.46947,0.10876,16.57553,6.01323,Bayesian Inference,0.62462,-5.58584,-80.29887,10.71104,-20.11031,False
1197,20.20286,-15.50062,-0.69090,5.92510,-0.99499,GMMs and Accordions,-0.90151,-0.64093,-77.76814,8.06550,-20.15081,True
